,CR_id,amount,CR_status,CR_created_at,CR_updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update,F_id,type,F_status,category,total_amount,reason,F_created_at,F_updated_at,paid_at,from_date,to_date,charge_moment
3959,9178,100.0,rejected,2020-07-21 03:16:27.944331+00,2020-07-21 13:56:49.810951+00,12491.0,2020-07-21 13:56:49.808179+00,,2020-07-31 22:00:00+00,,,regular,2020-07-28 03:16:27.943919+00,,,,,,,,,,,,,,,
3960,11361,50.0,rejected,2020-08-07 13:25:38.267893+00,2020-08-07 15:28:59.51011+00,20639.0,2020-08-07 15:28:59.507098+00,,2020-09-02 22:00:00+00,,,instant,2020-08-14 13:25:38.267499+00,,,,,,,,,,,,,,,
3961,10051,80.0,rejected,2020-07-29 18:24:34.505184+00,2020-07-30 08:41:38.44721+00,,2020-07-30 08:41:38.443541+00,4368.0,2020-08-08 18:24:34.504507+00,,,instant,2020-08-05 18:24:34.504558+00,,,,,,,,,,,,,,,
3962,11264,50.0,rejected,2020-08-07 05:58:48.115173+00,2020-08-07 09:24:07.933582+00,35275.0,2020-08-07 09:24:07.930387+00,,2020-08-29 23:51:00+00,,,regular,2020-08-14 05:58:48.114769+00,,,,,,,,,,,,,,,
3963,8417,100.0,rejected,2020-07-16 07:57:27.138786+00,2020-07-17 10:56:45.09914+00,15219.0,2020-07-17 10:56:45.097021+00,,2020-08-06 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3964,8114,100.0,rejected,2020-07-15 09:26:43.463637+00,2020-07-16 08:35:31.006236+00,33693.0,2020-07-16 08:35:30.999855+00,,2020-08-03 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3965,8325,50.0,rejected,2020-07-15 19:11:13.376198+00,2020-07-17 10:58:41.363702+00,32648.0,2020-07-17 10:58:41.361251+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3966,8502,100.0,rejected,2020-07-16 13:56:26.406629+00,2020-07-17 14:23:44.129714+00,18175.0,2020-07-17 14:23:44.1273+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3967,10082,100.0,rejected,2020-07-30 09:10:35.024334+00,2020-07-30 10:38:40.989299+00,6315.0,2020-07-30 10:38:40.986448+00,,2020-08-06 22:00:00+00,,,instant,2020-08-06 09:10:35.023943+00,,,,,,,,,,,,,,,
3968,9046,100.0,rejected,2020-07-20 09:58:00.020815+00,2020-07-20 12:29:03.607778+00,34176.0,2020-07-20 12:29:03.605339+00,,2020-08-06 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3969,8630,55.0,money_back,2020-07-17 10:53:17.180229+00,2020-12-18 13:08:29.551943+00,33724.0,2020-07-17 15:52:09.826044+00,,2020-08-03 22:00:00+00,2020-07-21,2020-08-03 22:00:00+00,regular,,,,,,,,,,,,,,,,
3971,10170,50.0,rejected,2020-07-30 14:37:33.587764+00,2020-07-30 14:42:40.746908+00,5226.0,2020-07-30 14:42:40.743968+00,,2020-08-10 22:00:00+00,,,instant,2020-08-06 14:37:33.58739+00,,,,,,,,,,,,,,,
3972,9726,50.0,rejected,2020-07-26 12:33:05.650897+00,2020-07-27 16:43:02.813308+00,12228.0,2020-07-27 16:43:02.810639+00,,2020-08-25 22:00:00+00,,,instant,2020-08-02 12:33:05.650429+00,,,,,,,,,,,,,,,
3973,10364,50.0,rejected,2020-07-31 19:51:49.692175+00,2020-08-01 14:01:35.799626+00,,2020-08-01 14:01:35.797027+00,3700.0,2020-08-09 22:00:00+00,,,regular,2020-08-07 19:51:49.691751+00,,,,,,,,,,,,,,,
3974,10471,100.0,rejected,2020-08-01 14:06:01.049911+00,2020-08-01 16:11:44.256261+00,27804.0,2020-08-01 16:11:44.25391+00,,2020-08-10 22:00:00+00,,,instant,2020-08-08 14:06:01.049474+00,,,,,,,,,,,,,,,
3975,9179,100.0,rejected,2020-07-21 04:21:18.174502+00,2020-07-21 13:54:12.171062+00,,2020-07-21 13:54:12.16867+00,3573.0,2020-08-05 22:00:00+00,,,regular,2020-07-28 04:21:18.174096+00,,,,,,,,,,,,,,,
3976,13806,50.0,rejected,2020-08-25 07:56:42.457901+00,2020-08-25 09:13:10.783855+00,,2020-08-25 09:13:10.774306+00,4368.0,2020-09-11 07:56:42.415784+00,,,instant,2020-09-01 07:56:42.415784+00,,,,,,,,,,,,,,,
3977,8687,100.0,rejected,2020-07-17 14:27:39.358734+00,2020-07-19 14:29:47.764645+00,,2020-07-19 14:29:47.7621+00,3361.0,2020-08-10 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3978,9389,100.0,rejected,2020-07-22 11:11:34.47844+00,2020-07-22 14:34:53.256734+00,23837.0,2020-07-22 14:34:53.254219+00,,2020-08-02 22:00:00+00,,,regular,2020-07-29 11:11:34.477875+00,,,,,,,,,,,,,,,
3979,16517,50.0,rejected,2020-09-17 00:18:50.306421+00,2020-09-17 08:16:34.949564+00,42861.0,2020-09-17 08:16:34.940568+00,,2020-10-02 23:51:00+00,,,instant,2020-09-24 00:18:50.280933+00,,,,,,,,,,,,,,,
3980,10241,100.0,rejected,2020-07-31 09:46:13.076338+00,2020-07-31 12:32:56.862953+00,25322.0,2020-07-31 12:32:56.860249+00,,2020-09-07 22:00:00+00,,,instant,2020-08-07 09:46:13.075908+00,,,,,,,,,,,,,,,
3981,10096,100.0,rejected,2020-07-30 10:39:07.203076+00,2020-07-30 10:46:53.457556+00,32787.0,2020-07-30 10:46:53.454808+00,,2020-08-16 23:51:00+00,,,instant,2020-08-06 10:39:07.202394+00,,,,,,,,,,,,,,,
3982,10413,50.0,rejected,2020-08-01 06:09:52.600257+00,2020-08-01 14:32:22.004405+00,12059.0,2020-08-01 14:32:22.00187+00,,2020-08-11 06:09:52.599604+00,,,regular,2020-08-08 06:09:52.599672+00,,,,,,,,,,,,,,,
3983,7159,100.0,rejected,2020-07-08 13:49:11.006809+00,2020-07-08 13:51:07.824766+00,24138.0,2020-07-08 13:51:07.821866+00,,2020-08-14 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3984,12204,50.0,rejected,2020-08-12 13:49:00.15187+00,2020-08-12 17:22:45.907464+00,34226.0,2020-08-12 17:22:45.902749+00,,2020-09-07 22:00:00+00,,,regular,2020-08-19 13:49:00.151436+00,,,,,,,,,,,,,,,
3985,9047,100.0,rejected,2020-07-20 09:58:59.847331+00,2020-07-20 12:28:50.636798+00,13851.0,2020-07-20 12:28:50.634115+00,,2020-08-13 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3986,8978,100.0,rejected,2020-07-19 18:03:55.028729+00,2020-07-20 13:05:02.614833+00,33406.0,2020-07-20 13:05:02.612487+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3987,5924,100.0,rejected,2020-06-30 10:45:38.926197+00,2020-06-30 15:57:43.562787+00,24512.0,2020-06-30 15:57:43.558557+00,,2020-07-10 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3988,11282,50.0,rejected,2020-08-07 08:04:40.249754+00,2020-08-07 09:09:18.543475+00,,2020-08-07 09:09:18.541081+00,3877.0,2020-09-11 22:00:00+00,,,instant,2020-08-14 08:04:40.249204+00,,,,,,,,,,,,,,,
3989,7160,100.0,rejected,2020-07-08 13:50:16.420261+00,2020-07-08 13:52:03.303822+00,25895.0,2020-07-08 13:52:03.30064+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3990,8688,100.0,rejected,2020-07-17 14:36:50.322376+00,2020-07-19 14:54:39.649671+00,26707.0,2020-07-19 14:54:39.647113+00,,2020-08-03 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3991,11419,50.0,rejected,2020-08-07 20:11:25.21524+00,2020-08-08 07:53:35.023506+00,31073.0,2020-08-08 07:53:35.02106+00,,2020-09-07 22:00:00+00,,,regular,2020-08-14 20:11:25.214784+00,,,,,,,,,,,,,,,
3992,11976,50.0,rejected,2020-08-11 12:42:12.868022+00,2020-08-11 15:38:56.308208+00,4954.0,2020-08-11 15:38:56.305226+00,,2020-09-05 22:00:00+00,,,instant,2020-08-18 12:42:12.867638+00,,,,,,,,,,,,,,,
3993,10609,100.0,rejected,2020-08-02 22:43:10.678314+00,2020-08-03 08:53:44.225896+00,7663.0,2020-08-03 08:53:44.223364+00,,2020-09-02 22:00:00+00,,,instant,2020-08-09 22:43:10.677742+00,,,,,,,,,,,,,,,
3994,8539,100.0,rejected,2020-07-16 17:50:41.854842+00,2020-07-17 12:18:49.109093+00,31241.0,2020-07-17 12:18:49.106747+00,,2020-08-12 17:50:49.08+00,,,regular,,,,,,,,,,,,,,,,
3995,12115,50.0,rejected,2020-08-12 06:18:26.138645+00,2020-08-12 21:02:37.453983+00,19245.0,2020-08-12 21:02:37.448952+00,,2020-09-02 23:51:00+00,,,regular,2020-08-19 06:18:26.13824+00,,,,,,,,,,,,,,,
3996,9728,100.0,rejected,2020-07-26 13:13:32.883247+00,2020-07-26 13:32:11.814218+00,24606.0,2020-07-26 13:32:11.811653+00,,2020-08-05 22:00:00+00,,,regular,2020-08-02 13:13:32.882816+00,,,,,,,,,,,,,,,
3997,10749,50.0,rejected,2020-08-04 05:48:25.422679+00,2020-08-04 10:26:43.240078+00,25073.0,2020-08-04 10:26:43.23629+00,,2020-09-01 22:00:00+00,,,instant,2020-08-11 05:48:25.422272+00,,,,,,,,,,,,,,,
3998,8979,100.0,rejected,2020-07-19 18:34:03.947861+00,2020-07-20 13:04:53.514649+00,34303.0,2020-07-20 13:04:53.512296+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
3999,8327,100.0,rejected,2020-07-15 19:33:06.432763+00,2020-07-17 09:52:02.258153+00,,2020-07-17 09:52:02.255578+00,3363.0,2020-08-01 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4000,9188,100.0,rejected,2020-07-21 06:18:35.337902+00,2020-07-21 13:53:10.082212+00,,2020-07-21 13:53:10.079714+00,3382.0,2020-08-14 22:00:00+00,,,regular,2020-07-28 06:18:35.337454+00,,,,,,,,,,,,,,,
4001,9503,100.0,rejected,2020-07-23 11:37:21.277433+00,2020-07-23 16:43:39.598399+00,21685.0,2020-07-23 16:43:39.596295+00,,2020-08-05 22:00:00+00,,,regular,2020-07-30 11:37:21.277018+00,,,,,,,,,,,,,,,
4002,10924,100.0,rejected,2020-08-05 08:05:49.034558+00,2020-08-05 12:02:20.999442+00,,2020-08-05 12:02:20.997009+00,3791.0,2020-09-05 22:00:00+00,,,regular,2020-08-12 08:05:49.034119+00,,,,,,,,,,,,,,,
4003,10221,50.0,rejected,2020-07-31 00:46:55.654128+00,2020-07-31 09:56:41.365633+00,3324.0,2020-07-31 09:56:41.363193+00,,2020-08-18 22:00:00+00,,,instant,2020-08-07 00:46:55.653699+00,,,,,,,,,,,,,,,
4004,6938,100.0,rejected,2020-07-07 16:17:32.218029+00,2020-07-08 13:50:34.596262+00,28868.0,2020-07-08 13:50:34.593796+00,,2020-08-12 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4005,5990,100.0,canceled,2020-06-30 16:09:02.878323+00,2020-06-30 16:09:02.878342+00,,,2621.0,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4006,8812,100.0,rejected,2020-07-18 08:05:21.420552+00,2020-07-20 19:53:03.262121+00,12698.0,2020-07-20 19:53:03.259623+00,,2020-08-21 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4007,12116,50.0,rejected,2020-08-12 06:20:57.243498+00,2020-08-12 11:01:36.832711+00,33997.0,2020-08-12 11:01:36.829802+00,,2020-08-24 23:51:00+00,,,instant,2020-08-19 06:20:57.243126+00,,,,,,,,,,,,,,,
4008,8117,100.0,rejected,2020-07-15 09:41:52.678594+00,2020-07-16 17:34:11.42258+00,27219.0,2020-07-16 17:34:11.419848+00,,2020-08-04 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4009,8540,100.0,rejected,2020-07-16 17:57:00.361892+00,2020-07-17 12:19:37.805567+00,28560.0,2020-07-17 12:19:37.803117+00,,2020-08-10 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4010,10302,100.0,rejected,2020-07-31 16:02:16.995458+00,2020-07-31 17:07:37.147578+00,7451.0,2020-07-31 17:07:37.145243+00,,2020-08-09 22:00:00+00,,,instant,2020-08-07 16:02:16.995064+00,,,,,,,,,,,,,,,
4011,9391,100.0,rejected,2020-07-22 11:28:31.956925+00,2020-07-22 14:34:22.281606+00,34270.0,2020-07-22 14:34:22.279095+00,,2020-08-10 22:00:00+00,,,regular,2020-07-29 11:28:31.956476+00,,,,,,,,,,,,,,,
4012,10084,50.0,rejected,2020-07-30 09:24:57.275565+00,2020-07-30 10:39:57.925984+00,25037.0,2020-07-30 10:39:57.922617+00,,2020-09-02 22:00:00+00,,,instant,2020-08-06 09:24:57.275074+00,,,,,,,,,,,,,,,
4013,11260,50.0,rejected,2020-08-07 05:39:26.575576+00,2020-08-07 09:31:12.499713+00,7581.0,2020-08-07 09:31:12.497192+00,,2020-09-14 22:00:00+00,,,regular,2020-08-14 05:39:26.575151+00,,,,,,,,,,,,,,,
4014,11432,50.0,rejected,2020-08-07 23:49:13.078774+00,2020-08-08 07:46:55.940374+00,34439.0,2020-08-08 07:46:55.937857+00,,2020-08-20 22:00:00+00,,,instant,2020-08-14 23:49:13.078348+00,,,,,,,,,,,,,,,
4015,14009,50.0,rejected,2020-08-28 16:46:57.906452+00,2020-08-28 16:50:44.532404+00,19435.0,2020-08-28 16:50:44.523249+00,,2020-10-05 22:00:00+00,,,instant,2020-09-04 16:46:57.86062+00,,,,,,,,,,,,,,,
4016,10172,100.0,rejected,2020-07-30 14:41:36.106751+00,2020-07-30 16:36:28.040341+00,29185.0,2020-07-30 16:36:28.038117+00,,2020-09-04 22:00:00+00,,,instant,2020-08-06 14:41:36.106004+00,,,,,,,,,,,,,,,
4017,11364,100.0,rejected,2020-08-07 13:31:25.436641+00,2020-08-07 15:32:10.996465+00,693.0,2020-08-07 15:32:10.993752+00,,2020-09-09 22:00:00+00,,,instant,2020-08-14 13:31:25.436118+00,,,,,,,,,,,,,,,
4018,8329,100.0,rejected,2020-07-15 20:00:57.990587+00,2020-07-17 09:54:01.450031+00,10935.0,2020-07-17 09:54:01.447351+00,,2020-08-07 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4019,2057,100.0,money_back,2020-05-20 04:59:05.073751+00,2020-06-11 22:47:03.755212+00,,2020-05-20 07:55:36.897105+00,3260.0,2020-06-05 22:00:00+00,2020-05-20,2020-06-11 22:47:03.754952+00,regular,,,,,,,,,,,,,,,,
4020,8465,100.0,rejected,2020-07-16 11:29:34.99607+00,2020-07-17 12:00:50.002338+00,,2020-07-17 12:00:49.999904+00,3260.0,2020-08-04 23:51:00+00,,,regular,,,,,,,,,,,,,,,,
4021,9392,100.0,rejected,2020-07-22 11:30:20.49432+00,2020-07-22 14:34:09.170962+00,22772.0,2020-07-22 14:34:09.166914+00,,2020-08-02 22:00:00+00,,,regular,2020-07-29 11:30:20.493706+00,,,,,,,,,,,,,,,
4022,9730,100.0,rejected,2020-07-26 13:47:09.398008+00,2020-07-26 15:44:09.960446+00,33747.0,2020-07-26 15:44:09.956781+00,,2020-08-04 22:00:00+00,,,regular,2020-08-02 13:47:09.397253+00,,,,,,,,,,,,,,,
4023,10097,50.0,rejected,2020-07-30 10:42:07.030255+00,2020-07-30 10:47:15.336998+00,13213.0,2020-07-30 10:47:15.332393+00,,2020-08-28 22:00:00+00,,,regular,2020-08-06 10:42:07.027793+00,,,,,,,,,,,,,,,
4025,14004,100.0,rejected,2020-08-28 16:03:28.103122+00,2020-08-28 16:54:18.026211+00,19667.0,2020-08-28 16:54:18.01768+00,,2020-09-11 16:03:43.84+00,,,instant,2020-09-04 16:03:28.069209+00,,,,,,,,,,,,,,,
4026,10303,100.0,rejected,2020-07-31 16:02:32.743004+00,2020-07-31 17:08:24.181745+00,34236.0,2020-07-31 17:08:24.179209+00,,2020-09-04 22:00:00+00,,,instant,2020-08-07 16:02:32.74259+00,,,,,,,,,,,,,,,
4027,8981,100.0,rejected,2020-07-19 19:02:15.330844+00,2020-07-20 13:04:42.84861+00,10849.0,2020-07-20 13:04:42.846329+00,,2020-08-04 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4028,11367,100.0,rejected,2020-08-07 13:52:19.847336+00,2020-08-07 15:32:44.745312+00,25475.0,2020-08-07 15:32:44.742846+00,,2020-09-07 22:00:00+00,,,regular,2020-08-14 13:52:19.846778+00,,,,,,,,,,,,,,,
4029,5991,50.0,rejected,2020-06-30 16:14:27.688026+00,2020-06-30 17:00:21.787578+00,,2020-06-30 17:00:21.782802+00,7180.0,2020-07-14 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4033,10474,50.0,rejected,2020-08-01 14:20:20.497798+00,2020-08-01 16:12:39.597026+00,,2020-08-01 16:12:39.5942+00,3767.0,2020-08-24 22:00:00+00,,,regular,2020-08-08 14:20:20.497384+00,,,,,,,,,,,,,,,
4034,8813,100.0,rejected,2020-07-18 08:21:43.846644+00,2020-07-20 19:52:28.956283+00,14880.0,2020-07-20 19:52:28.953485+00,,2020-08-05 23:51:00+00,,,regular,,,,,,,,,,,,,,,,
4035,14002,50.0,rejected,2020-08-28 15:48:42.583714+00,2020-08-28 16:54:54.578463+00,25065.0,2020-08-28 16:54:54.570376+00,,2020-09-14 15:48:42.560643+00,,,instant,2020-09-04 15:48:42.560643+00,,,,,,,,,,,,,,,
4036,11368,100.0,rejected,2020-08-07 13:53:25.67278+00,2020-08-07 15:33:19.953603+00,27786.0,2020-08-07 15:33:19.950806+00,,2020-09-02 22:00:00+00,,,instant,2020-08-14 13:53:25.672403+00,,,,,,,,,,,,,,,
4037,5095,100.0,money_back,2020-06-25 08:49:28.123913+00,2020-12-18 13:08:29.60192+00,17130.0,2020-06-25 13:09:20.433706+00,,2020-07-03 22:00:00+00,2020-06-27,2020-07-07 15:52:51.842306+00,regular,,,,,,,,,,,,,,,,
4038,8982,100.0,rejected,2020-07-19 19:02:17.307933+00,2020-07-20 12:06:46.523439+00,17890.0,2020-07-20 12:06:46.514809+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4039,9051,100.0,rejected,2020-07-20 10:07:43.53549+00,2020-07-20 12:28:08.542935+00,34125.0,2020-07-20 12:28:08.540464+00,,2020-08-03 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4040,10475,100.0,rejected,2020-08-01 14:21:25.700624+00,2020-08-01 16:13:15.917407+00,16093.0,2020-08-01 16:13:15.914438+00,,2020-09-02 22:00:00+00,,,instant,2020-08-08 14:21:25.700269+00,,,,,,,,,,,,,,,
4041,9393,100.0,rejected,2020-07-22 11:33:56.08781+00,2020-07-22 14:33:45.895053+00,25387.0,2020-07-22 14:33:45.892644+00,,2020-08-10 22:00:00+00,,,regular,2020-07-29 11:33:56.087415+00,,,,,,,,,,,,,,,
4043,8542,50.0,rejected,2020-07-16 18:30:24.477207+00,2020-07-17 12:22:43.579417+00,25912.0,2020-07-17 12:22:43.576981+00,,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4044,10643,100.0,rejected,2020-08-03 08:28:44.991342+00,2020-08-03 10:49:22.667292+00,33475.0,2020-08-03 10:49:22.664936+00,,2020-08-31 22:00:00+00,,,instant,2020-08-10 08:28:44.990905+00,,,,,,,,,,,,,,,
4045,11416,100.0,rejected,2020-08-07 19:17:48.002225+00,2020-08-08 07:55:43.627989+00,35518.0,2020-08-08 07:55:43.625606+00,,2020-09-08 22:00:00+00,,,instant,2020-08-14 19:17:48.0016+00,,,,,,,,,,,,,,,
4046,10752,50.0,rejected,2020-08-04 06:14:16.406555+00,2020-08-04 09:02:21.958622+00,6731.0,2020-08-04 09:02:21.956395+00,,2020-09-09 22:00:00+00,,,regular,2020-08-11 06:14:16.406075+00,,,,,,,,,,,,,,,
4047,9190,100.0,rejected,2020-07-21 06:33:13.973181+00,2020-07-21 13:52:42.806125+00,26409.0,2020-07-21 13:52:42.803729+00,,2020-08-11 22:00:00+00,,,regular,2020-07-28 06:33:13.972787+00,,,,,,,,,,,,,,,
4048,9602,100.0,rejected,2020-07-24 11:47:21.702564+00,2020-07-24 13:09:31.892471+00,20566.0,2020-07-24 13:09:31.889816+00,,2020-08-14 22:00:00+00,,,regular,2020-07-31 11:47:21.701965+00,,,,,,,,,,,,,,,
4049,10098,100.0,rejected,2020-07-30 10:42:46.621201+00,2020-07-30 10:48:05.239613+00,29754.0,2020-07-30 10:48:05.2368+00,,2020-08-19 23:51:00+00,,,instant,2020-08-06 10:42:46.620722+00,,,,,,,,,,,,,,,
4050,14373,100.0,rejected,2020-09-03 13:40:59.679964+00,2020-09-03 15:29:03.735467+00,10113.0,2020-09-03 15:29:03.727621+00,,2020-10-02 22:00:00+00,,,instant,2020-09-10 13:40:59.656506+00,,,,,,,,,,,,,,,
4051,5992,100.0,rejected,2020-06-30 16:15:45.860685+00,2020-07-01 18:16:55.639617+00,23138.0,2020-07-01 18:16:55.635269+00,,2020-07-09 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4052,8331,100.0,rejected,2020-07-15 20:32:15.629224+00,2020-07-17 09:58:26.936704+00,22329.0,2020-07-17 09:58:26.934224+00,,2020-08-06 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4053,12950,100.0,rejected,2020-08-18 14:01:53.963975+00,2020-08-18 16:18:44.922559+00,24296.0,2020-08-18 16:18:44.916411+00,,2020-09-07 22:00:00+00,,,instant,2020-08-25 14:01:53.920595+00,,,,,,,,,,,,,,,
4054,11372,50.0,rejected,2020-08-07 13:57:34.932454+00,2020-08-07 15:35:59.169115+00,29291.0,2020-08-07 15:35:59.166915+00,,2020-09-01 23:51:00+00,,,regular,2020-08-14 13:57:34.932074+00,,,,,,,,,,,,,,,
4055,8120,100.0,rejected,2020-07-15 09:49:40.554025+00,2020-07-16 17:35:34.53252+00,32823.0,2020-07-16 17:35:34.529469+00,,2020-08-03 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4057,9052,100.0,rejected,2020-07-20 10:08:38.537795+00,2020-07-20 12:27:45.456067+00,9555.0,2020-07-20 12:27:45.453445+00,,2020-08-27 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4058,9756,50.0,rejected,2020-07-27 08:07:53.778106+00,2020-07-27 08:56:33.838312+00,31188.0,2020-07-27 08:56:33.836135+00,,2020-08-05 22:00:00+00,,,regular,2020-08-03 08:07:53.777686+00,,,,,,,,,,,,,,,
4059,10099,100.0,rejected,2020-07-30 11:00:23.183024+00,2020-07-30 11:42:31.753779+00,2159.0,2020-07-30 11:42:31.75079+00,,2020-08-10 22:00:00+00,,,regular,2020-08-06 11:00:23.18231+00,,,,,,,,,,,,,,,
4060,10305,50.0,rejected,2020-07-31 16:04:07.318836+00,2020-07-31 17:09:11.559193+00,26808.0,2020-07-31 17:09:11.556726+00,,2020-09-07 22:00:00+00,,,regular,2020-08-07 16:04:07.31845+00,,,,,,,,,,,,,,,
4061,9394,100.0,rejected,2020-07-22 11:52:32.785061+00,2020-07-22 14:33:15.016118+00,34318.0,2020-07-22 14:33:15.013797+00,,2020-08-05 22:00:00+00,,,regular,2020-07-29 11:52:32.784699+00,,,,,,,,,,,,,,,
4062,10417,50.0,rejected,2020-08-01 06:50:29.182389+00,2020-08-01 14:36:27.07446+00,9258.0,2020-08-01 14:36:27.072096+00,,2020-09-02 22:00:00+00,,,regular,2020-08-08 06:50:29.181914+00,,,,,,,,,,,,,,,
4063,11415,100.0,rejected,2020-08-07 19:15:15.183333+00,2020-08-08 07:56:01.802787+00,17745.0,2020-08-08 07:56:01.800235+00,,2020-08-24 22:00:00+00,,,instant,2020-08-14 19:15:15.182968+00,,,,,,,,,,,,,,,
4065,11258,50.0,rejected,2020-08-07 05:17:04.378677+00,2020-08-07 09:32:54.90476+00,26262.0,2020-08-07 09:32:54.902324+00,,2020-08-19 23:51:00+00,,,instant,2020-08-14 05:17:04.378256+00,,,,,,,,,,,,,,,
4070,6931,80.0,rejected,2020-07-07 16:05:24.236073+00,2020-07-08 13:52:15.915817+00,26177.0,2020-07-08 13:52:15.913399+00,,2020-08-03 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4071,8815,100.0,rejected,2020-07-18 08:39:00.373914+00,2020-07-20 19:52:17.200486+00,33458.0,2020-07-20 19:52:17.197692+00,,2020-08-03 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4072,10614,100.0,rejected,2020-08-02 23:12:33.275265+00,2020-08-03 09:00:12.276277+00,26616.0,2020-08-03 09:00:12.273375+00,,2020-09-08 22:00:00+00,,,regular,2020-08-09 23:12:33.274893+00,,,,,,,,,,,,,,,
4073,9053,100.0,rejected,2020-07-20 10:15:52.07312+00,2020-07-20 12:27:30.901911+00,,2020-07-20 12:27:30.899285+00,3347.0,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4074,10306,100.0,rejected,2020-07-31 16:05:45.076061+00,2020-07-31 17:09:59.249666+00,32822.0,2020-07-31 17:09:59.246974+00,,2020-09-07 22:00:00+00,,,instant,2020-08-07 16:05:45.075664+00,,,,,,,,,,,,,,,
4075,10175,50.0,rejected,2020-07-30 14:50:49.133222+00,2020-07-30 16:37:33.053848+00,21546.0,2020-07-30 16:37:33.050039+00,,2020-09-04 22:00:00+00,,,instant,2020-08-06 14:50:49.132511+00,,,,,,,,,,,,,,,
4076,10242,100.0,rejected,2020-07-31 10:06:29.539425+00,2020-07-31 12:34:06.31318+00,35112.0,2020-07-31 12:34:06.310561+00,,2020-09-03 22:00:00+00,,,instant,2020-08-07 10:06:29.539069+00,,,,,,,,,,,,,,,
4077,8424,100.0,rejected,2020-07-16 08:43:30.625305+00,2020-07-17 12:21:42.625727+00,22884.0,2020-07-17 12:21:42.623221+00,,2020-08-13 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
4078,11991,100.0,rejected,2020-08-11 13:54:25.919843+00,2020-08-11 15:51:42.722551+00,34206.0,2020-08-11 15:51:42.719358+00,,2020-08-25 13:54:36.59+00,,,instant,2020-08-18 13:54:25.919439+00,,,,,,,,,,,,,,,
4079,10862,50.0,rejected,2020-08-04 18:00:37.406385+00,2020-08-05 09:40:56.765147+00,29657.0,2020-08-05 09:40:56.762583+00,,2020-09-06 22:00:00+00,,,instant,2020-08-11 18:00:37.406017+00,,,,,,,,,,,,,,,
4081,11203,100.0,rejected,2020-08-06 18:15:05.009606+00,2020-08-07 09:34:23.852487+00,8899.0,2020-08-07 09:34:23.849576+00,,2020-09-04 22:00:00+00,,,instant,2020-08-13 18:15:05.009124+00,,,,,,,,,,,,,,,
4082,10476,90.0,rejected,2020-08-01 14:28:26.212042+00,2020-08-01 16:13:27.963049+00,7451.0,2020-08-01 16:13:27.960383+00,,2020-08-09 22:00:00+00,,,instant,2020-08-08 14:28:26.211435+00,,,,,,,,,,,,,,,
4083,9944,100.0,rejected,2020-07-29 06:47:43.051806+00,2020-07-29 09:54:42.432238+00,31940.0,2020-07-29 09:54:42.429631+00,,2020-09-07 22:00:00+00,,,regular,2020-08-05 06:47:43.05133+00,,,,,,,,,,,,,,,
4084,8076,100.0,rejected,2020-07-15 05:50:50.395302+00,2020-07-15 18:16:11.124934+00,,2020-07-15 18:16:11.122432+00,3215.0,2020-08-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
