,CR_id,amount,CR_status,CR_created_at,CR_updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update,F_id,type,F_status,category,total_amount,reason,F_created_at,F_updated_at,paid_at,from_date,to_date,charge_moment
0,5,100.0,rejected,2019-12-10 19:05:21.596873+00,2019-12-11 16:47:42.40783+00,804.0,2019-12-11 16:47:42.405646+00,,2020-01-09 19:05:21.596363+00,,,regular,,,,,,,,,,,,,,,,
1,70,100.0,rejected,2019-12-10 19:50:12.34778+00,2019-12-11 14:24:22.900054+00,231.0,2019-12-11 14:24:22.897988+00,,2020-01-09 19:50:12.34778+00,,,regular,,,,,,,,,,,,,,,,
2,7,100.0,rejected,2019-12-10 19:13:35.82546+00,2019-12-11 09:46:59.779773+00,191.0,2019-12-11 09:46:59.777728+00,,2020-01-09 19:13:35.825041+00,,,regular,,,,,,,,,,,,,,,,
3,10,99.0,rejected,2019-12-10 19:16:10.880172+00,2019-12-18 14:26:18.136163+00,761.0,2019-12-18 14:26:18.128407+00,,2020-01-09 19:16:10.879606+00,,,regular,,,,,,,,,,,,,,,,
4,1594,100.0,rejected,2020-05-06 09:59:38.877376+00,2020-05-07 09:21:55.34008+00,7686.0,2020-05-07 09:21:55.320193+00,,2020-06-05 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
5,2145,100.0,money_back,2020-05-23 20:58:55.129432+00,2020-07-06 03:36:03.023911+00,9489.0,2020-05-24 12:40:33.05491+00,,2020-06-06 22:00:00+00,2020-05-26,2020-07-06 03:36:03.023521+00,regular,,completed,2020-06-12 22:27:04.837525+00,2020-07-06 03:36:03.030904+00,,,,,,,,,,,,
6,3512,100.0,rejected,2020-06-16 17:07:38.452652+00,2020-06-17 10:21:21.364746+00,14631.0,2020-06-17 10:21:21.360742+00,,2020-07-11 23:51:00+00,,,regular,,,,,,,,,,,,,,,,
7,654,100.0,rejected,2020-02-10 01:11:53.80827+00,2020-02-10 11:53:32.104131+00,,2020-02-10 09:11:21.350695+00,309.0,2020-03-11 01:11:53.80793+00,,,regular,,,,,,,,,,,,,,,,
8,5672,100.0,canceled,2020-06-28 12:06:33.71284+00,2020-06-28 12:06:33.712853+00,,,2499.0,2020-07-07 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
9,71,90.0,rejected,2019-12-10 19:51:23.911206+00,2019-12-12 15:06:11.192888+00,897.0,2019-12-12 15:06:11.190299+00,,2019-12-17 19:51:23.910748+00,,,regular,,,,,,,,,,,,,,,,
10,648,1.0,rejected,2020-02-08 19:20:44.627662+00,2020-02-09 13:59:26.784459+00,2908.0,2020-02-09 13:59:26.779954+00,,2020-03-09 19:20:44.627255+00,,,regular,,,,,,,,,,,,,,,,
11,1794,100.0,money_back,2020-05-14 21:11:47.393326+00,2020-06-03 05:11:35.312872+00,778.0,2020-05-15 09:11:17.272832+00,,2020-05-29 21:11:46.695+00,2020-05-17,2020-06-03 05:11:35.312616+00,regular,,completed,2020-05-29 21:21:01.362364+00,2020-06-03 05:11:35.319122+00,,,,,,,,,,,,
12,655,1.0,rejected,2020-02-10 13:22:10.013736+00,2020-02-10 15:36:10.665778+00,163.0,2020-02-10 15:36:10.661861+00,,2020-02-17 13:22:10.013228+00,,,regular,,,,,,,,,,,,,,,,
13,2122,100.0,money_back,2020-05-22 12:47:42.741369+00,2020-06-13 06:36:34.188372+00,8218.0,2020-05-23 14:29:15.376466+00,,2020-06-15 22:00:00+00,2020-05-27,2020-06-13 06:36:34.188042+00,regular,,,,,,,,,,,,,,,,
14,741,100.0,rejected,2020-02-27 06:02:27.394185+00,2020-02-27 07:44:25.478286+00,1547.0,2020-02-27 07:44:25.474845+00,,2020-03-05 06:02:27.393674+00,,,regular,,,,,,,,,,,,,,,,
15,83,100.0,rejected,2019-12-11 07:09:44.687256+00,2019-12-18 15:07:44.215656+00,1248.0,2019-12-18 15:07:44.208674+00,,2020-01-10 07:09:44.686718+00,,,regular,,,,,,,,,,,,,,,,
16,690,100.0,rejected,2020-02-17 18:22:25.824497+00,2020-02-17 19:16:55.655247+00,939.0,2020-02-17 19:16:55.652115+00,,2020-03-18 18:22:25.824099+00,,,regular,,,,,,,,,,,,,,,,
17,756,70.0,rejected,2020-02-28 10:13:18.421583+00,2020-02-28 14:12:15.07666+00,821.0,2020-02-28 14:12:15.073471+00,,2020-03-07 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
18,1073,100.0,rejected,2020-04-08 02:21:48.854449+00,2020-04-08 09:41:16.026093+00,2867.0,2020-04-08 09:41:16.022533+00,,2020-04-30 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
19,545,100.0,rejected,2020-01-29 13:53:03.343598+00,2020-02-08 06:21:16.156719+00,,2020-01-29 14:39:11.563872+00,304.0,2020-02-28 13:53:03.343216+00,,,regular,,,,,,,,,,,,,,,,
20,600,100.0,rejected,2020-02-04 07:20:23.854358+00,2020-02-04 18:37:37.090789+00,2872.0,2020-02-04 18:37:37.087514+00,,2020-04-05 07:20:23.842669+00,,,regular,,,,,,,,,,,,,,,,
21,613,100.0,rejected,2020-02-05 17:37:56.852948+00,2020-02-08 06:21:16.15229+00,,2020-02-06 12:48:09.880702+00,304.0,2020-03-08 17:37:56.842421+00,,,regular,,,,,,,,,,,,,,,,
22,96,100.0,rejected,2019-12-11 15:06:58.975636+00,2019-12-18 15:10:53.171881+00,781.0,2019-12-18 15:10:53.162967+00,,2019-12-18 15:06:58.97522+00,,,regular,,,,,,,,,,,,,,,,
23,97,100.0,rejected,2019-12-11 15:47:02.225365+00,2019-12-11 17:15:43.266599+00,945.0,2019-12-11 17:15:43.264389+00,,2020-01-10 15:47:02.224742+00,,,regular,,,,,,,,,,,,,,,,
24,642,1.0,rejected,2020-02-08 11:38:20.601027+00,2020-02-08 17:53:40.269324+00,2460.0,2020-02-08 17:53:40.26613+00,,2020-03-03 11:38:20.591936+00,,,regular,,,,,,,,,,,,,,,,
25,84,100.0,rejected,2019-12-11 07:30:42.567035+00,2020-01-10 16:58:06.837117+00,,2020-01-10 16:58:06.830329+00,91.0,2020-01-10 07:30:42.567035+00,,,regular,,,,,,,,,,,,,,,,
26,100,100.0,rejected,2019-12-11 21:58:21.714715+00,2019-12-12 13:51:17.431739+00,1286.0,2019-12-12 13:51:17.42903+00,,2020-01-10 21:58:21.714187+00,,,regular,,,,,,,,,,,,,,,,
27,106,100.0,rejected,2019-12-11 23:33:18.654208+00,2019-12-18 15:13:51.003941+00,528.0,2019-12-18 15:13:50.994508+00,,2019-12-18 23:33:18.653699+00,,,regular,,,,,,,,,,,,,,,,
28,108,100.0,rejected,2019-12-12 04:59:01.159806+00,2019-12-12 14:10:38.040511+00,792.0,2019-12-12 14:10:38.038165+00,,2020-01-11 04:59:01.159086+00,,,regular,,,,,,,,,,,,,,,,
29,113,100.0,rejected,2019-12-12 09:41:28.111336+00,2019-12-12 14:22:14.929202+00,682.0,2019-12-12 14:22:14.926766+00,,2020-01-11 09:41:28.110604+00,,,regular,,,,,,,,,,,,,,,,
30,1540,100.0,rejected,2020-05-04 04:23:57.148763+00,2020-05-04 09:23:14.319562+00,3377.0,2020-05-04 09:23:14.315961+00,,2020-05-13 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
31,1135,100.0,rejected,2020-04-10 22:10:31.412685+00,2020-04-13 08:45:55.525828+00,2274.0,2020-04-13 08:45:55.521142+00,,2020-05-06 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
32,118,100.0,rejected,2019-12-12 14:14:14.131479+00,2019-12-12 14:41:39.487777+00,47.0,2019-12-12 14:41:39.485394+00,,2019-12-19 14:14:14.131025+00,,,regular,,,,,,,,,,,,,,,,
33,1395,70.0,rejected,2020-04-27 14:33:19.288174+00,2020-04-27 16:16:02.981982+00,7379.0,2020-04-27 16:16:02.978418+00,,2020-05-26 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
34,956,99.0,rejected,2020-03-19 16:56:44.663085+00,2020-03-30 19:45:33.537732+00,,2020-03-20 13:50:09.32356+00,575.0,2020-04-18 16:56:44.662679+00,,,regular,,,,,,,,,,,,,,,,
35,708,100.0,rejected,2020-02-20 12:19:40.985706+00,2020-02-21 09:09:35.175406+00,2671.0,2020-02-21 09:09:35.171865+00,,2020-03-10 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
36,875,100.0,rejected,2020-03-14 10:09:47.412338+00,2020-03-14 11:59:08.304458+00,4549.0,2020-03-14 11:59:08.300326+00,,2020-04-06 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
37,827,100.0,rejected,2020-03-09 09:53:36.596864+00,2020-03-10 15:37:26.430865+00,,2020-03-10 15:15:10.776599+00,475.0,2020-04-08 09:53:36.596502+00,,,regular,,,,,,,,,,,,,,,,
38,1403,100.0,rejected,2020-04-28 06:08:36.947308+00,2020-04-28 11:16:10.232188+00,7217.0,2020-04-28 11:16:10.228663+00,,2020-05-08 06:08:58.582+00,,,regular,,,,,,,,,,,,,,,,
39,1064,100.0,rejected,2020-04-07 18:16:01.620359+00,2020-04-08 09:54:57.539831+00,865.0,2020-04-08 09:54:57.536584+00,,2020-04-15 18:16:39.539+00,,,regular,,,,,,,,,,,,,,,,
40,126,100.0,rejected,2019-12-12 17:10:08.827293+00,2019-12-27 16:49:27.267786+00,,2019-12-20 17:12:54.757416+00,167.0,2020-01-11 17:10:08.826838+00,,,regular,,,,,,,,,,,,,,,,
41,128,100.0,rejected,2019-12-12 18:27:17.184838+00,2020-01-10 16:58:05.799392+00,,2020-01-10 16:58:05.793339+00,108.0,2019-12-19 18:27:17.184255+00,,,regular,,,,,,,,,,,,,,,,
42,605,100.0,rejected,2020-02-04 16:39:27.88267+00,2020-02-04 18:39:53.508885+00,2179.0,2020-02-04 18:39:53.505456+00,,2020-03-01 16:39:27.876188+00,,,regular,,,,,,,,,,,,,,,,
43,1629,100.0,money_back,2020-05-08 11:02:44.881355+00,2020-06-10 08:20:10.399242+00,9068.0,2020-05-08 11:07:03.575647+00,,2020-06-03 22:00:00+00,2020-05-12,2020-06-10 08:20:10.398977+00,regular,,,,,,,,,,,,,,,,
44,1446,100.0,rejected,2020-04-29 15:27:09.092619+00,2020-04-30 13:59:37.47046+00,,2020-04-30 13:59:37.466772+00,1068.0,2020-05-29 15:27:30.203+00,,,regular,,,,,,,,,,,,,,,,
45,633,1.0,rejected,2020-02-07 14:38:16.934291+00,2020-02-07 17:02:15.625232+00,,2020-02-07 15:20:05.730051+00,302.0,2020-03-08 14:38:16.933873+00,,,regular,,,,,,,,,,,,,,,,
46,134,100.0,rejected,2019-12-13 08:33:04.569112+00,2019-12-13 16:23:51.373057+00,1316.0,2019-12-13 16:23:51.370915+00,,2020-01-12 08:33:04.568385+00,,,regular,,,,,,,,,,,,,,,,
47,135,100.0,rejected,2019-12-13 08:38:00.76351+00,2019-12-13 16:22:41.025704+00,1003.0,2019-12-13 16:22:41.023011+00,,2020-01-12 08:38:00.763012+00,,,regular,,,,,,,,,,,,,,,,
49,688,100.0,rejected,2020-02-16 15:45:05.264615+00,2020-02-17 19:15:39.589626+00,2564.0,2020-02-17 19:15:39.58635+00,,2020-03-07 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
50,1074,100.0,rejected,2020-04-08 05:23:17.450113+00,2020-04-08 09:39:44.790395+00,5210.0,2020-04-08 09:39:44.786426+00,,2020-05-07 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
51,141,100.0,rejected,2019-12-13 11:56:37.762666+00,2019-12-13 16:09:18.59688+00,674.0,2019-12-13 16:09:18.594899+00,,2019-12-20 11:56:37.762016+00,,,regular,,,,,,,,,,,,,,,,
52,1364,100.0,rejected,2020-04-24 16:11:40.165586+00,2020-04-25 14:31:14.072169+00,952.0,2020-04-25 14:31:14.057807+00,,2020-05-23 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
53,840,100.0,rejected,2020-03-10 16:47:29.075192+00,2020-03-11 08:51:19.721268+00,3338.0,2020-03-11 08:51:19.718068+00,,2020-04-05 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
54,817,100.0,money_back,2020-03-07 18:36:59.336674+00,2020-04-14 20:25:28.7484+00,3162.0,2020-03-08 14:27:21.449497+00,,2020-04-06 18:36:59.336289+00,2020-03-10,2020-04-14 20:25:28.747087+00,regular,,,,,,,,,,,,,,,,
55,9323,50.0,rejected,2020-07-21 21:33:12.430494+00,2020-07-22 08:59:33.989211+00,23318.0,2020-07-22 08:59:33.986846+00,,2020-08-05 22:00:00+00,,,regular,2020-07-28 21:33:12.430087+00,,,,,,,,,,,,,,,
56,166,100.0,rejected,2019-12-15 13:43:18.052483+00,2020-03-25 13:27:19.600582+00,,2019-12-18 15:21:30.628311+00,562.0,2019-12-22 13:43:18.051875+00,,,regular,,,,,,,,,,,,,,,,
57,1404,100.0,rejected,2020-04-28 07:10:36.933178+00,2020-04-28 09:43:37.267035+00,4982.0,2020-04-28 09:43:37.262612+00,,2020-05-18 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
58,150,100.0,rejected,2019-12-13 20:27:38.106778+00,2019-12-18 15:20:41.722482+00,35.0,2019-12-18 15:20:41.715612+00,,2019-12-20 20:27:38.106319+00,,,regular,,,,,,,,,,,,,,,,
59,153,100.0,rejected,2019-12-14 07:25:22.285083+00,2019-12-14 14:44:44.173729+00,1378.0,2019-12-14 14:44:44.171641+00,,2020-01-13 07:25:22.284602+00,,,regular,,,,,,,,,,,,,,,,
60,18701,100.0,rejected,2020-10-01 11:41:07.208207+00,2020-10-01 12:26:23.482538+00,57285.0,2020-10-01 12:26:23.47496+00,,2020-11-04 22:00:00+00,,,regular,2020-10-08 11:41:07.170136+00,,,,,,,,,,,,,,,
61,724,50.0,money_back,2020-02-22 21:32:27.64765+00,2020-03-31 20:00:52.444848+00,115.0,2020-02-22 21:44:35.375953+00,,2020-03-23 21:32:27.647137+00,2020-02-25,2020-03-31 20:00:52.443628+00,regular,,,,,,,,,,,,,,,,
62,16121,50.0,rejected,2020-09-14 23:05:32.606904+00,2020-09-15 08:16:28.688342+00,38075.0,2020-09-15 08:16:28.681129+00,,2020-10-05 22:00:00+00,,,instant,2020-09-21 23:05:32.558375+00,,,,,,,,,,,,,,,
63,1506,100.0,rejected,2020-05-01 10:20:30.45517+00,2020-05-01 13:27:18.98431+00,72.0,2020-05-01 13:27:18.980716+00,,2020-05-15 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
64,162,100.0,rejected,2019-12-15 07:54:24.269852+00,2019-12-18 15:21:24.519797+00,1083.0,2019-12-18 15:21:24.510493+00,,2020-01-14 07:54:24.26941+00,,,regular,,,,,,,,,,,,,,,,
65,742,100.0,rejected,2020-02-27 08:47:14.126279+00,2020-04-15 09:58:47.619537+00,,2020-02-27 15:16:45.596438+00,743.0,2020-03-05 08:47:14.125877+00,,,regular,,,,,,,,,,,,,,,,
66,149,100.0,rejected,2019-12-13 20:00:38.655875+00,2020-02-11 15:31:18.021315+00,,2019-12-18 15:19:12.874039+00,317.0,2020-01-12 20:00:38.655359+00,,,regular,,,,,,,,,,,,,,,,
67,172,100.0,rejected,2019-12-15 20:35:01.347478+00,2019-12-16 13:58:51.951753+00,1516.0,2019-12-16 13:58:51.949398+00,,2019-12-22 20:35:01.346897+00,,,regular,,,,,,,,,,,,,,,,
68,177,100.0,rejected,2019-12-16 07:17:06.409899+00,2019-12-16 13:36:11.41083+00,614.0,2019-12-16 13:36:11.408504+00,,2020-01-15 07:17:06.409312+00,,,regular,,,,,,,,,,,,,,,,
69,179,100.0,rejected,2019-12-16 09:30:45.181176+00,2019-12-16 14:34:09.58383+00,1227.0,2019-12-16 14:34:09.581694+00,,2020-01-15 09:30:45.180751+00,,,regular,,,,,,,,,,,,,,,,
70,1141,100.0,rejected,2020-04-11 13:39:57.976975+00,2020-04-13 08:56:08.543639+00,5620.0,2020-04-13 08:56:08.540099+00,,2020-04-25 13:39:58.593+00,,,regular,,,,,,,,,,,,,,,,
71,792,20.0,rejected,2020-03-04 13:40:10.630892+00,2020-03-04 16:20:27.849893+00,2575.0,2020-03-04 16:20:27.8413+00,,2020-04-05 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
72,2271,100.0,money_back,2020-05-28 23:21:24.988386+00,2020-09-18 07:45:25.74754+00,10503.0,2020-05-29 07:40:54.629978+00,,2020-06-08 22:00:00+00,2020-06-01,2020-09-18 07:45:25.740402+00,regular,,completed,2020-06-12 22:30:08.558561+00,2020-09-18 07:45:25.761696+00,,,,,,,,,,,,
73,649,1.0,rejected,2020-02-08 20:29:14.009443+00,2020-02-09 14:00:49.260083+00,3131.0,2020-02-09 14:00:49.256373+00,,2020-03-09 20:29:14.009054+00,,,regular,,,,,,,,,,,,,,,,
74,132,99.0,rejected,2019-12-12 21:38:56.557146+00,2020-03-11 10:20:03.085613+00,,2019-12-13 16:28:09.220285+00,486.0,2019-12-19 21:38:56.556536+00,,,regular,,,,,,,,,,,,,,,,
75,757,100.0,rejected,2020-02-28 10:47:40.120424+00,2020-02-28 14:12:59.54625+00,994.0,2020-02-28 14:12:59.542491+00,,2020-03-25 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
76,770,60.0,rejected,2020-03-01 00:14:25.915464+00,2020-03-01 20:21:23.994827+00,865.0,2020-03-01 20:21:23.990717+00,,2020-03-16 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
77,2011,100.0,rejected,2020-05-19 04:44:06.540043+00,2020-05-19 10:56:37.388275+00,8556.0,2020-05-19 10:56:37.384091+00,,2020-06-03 04:44:06.999+00,,,regular,,,,,,,,,,,,,,,,
78,2199,100.0,money_back,2020-05-26 23:47:35.383372+00,2020-06-27 03:28:09.137916+00,5430.0,2020-06-05 14:32:58.869157+00,,2020-06-25 23:48:25.293+00,2020-06-09,2020-06-27 03:28:09.137532+00,regular,,,,,,,,,,,,,,,,
79,1245,100.0,money_back,2020-04-16 20:11:32.037721+00,2020-05-01 22:00:08.355612+00,6613.0,2020-04-17 08:50:34.554916+00,,2020-04-23 20:11:32.037054+00,2020-04-20,2020-05-01 22:00:08.353852+00,regular,,,,,,,,,,,,,,,,
80,188,100.0,rejected,2019-12-16 13:49:59.390052+00,2019-12-17 10:09:44.98711+00,1601.0,2019-12-17 10:09:44.984988+00,,2020-01-15 13:49:59.389456+00,,,regular,,,,,,,,,,,,,,,,
81,3892,100.0,rejected,2020-06-18 10:11:57.562585+00,2020-06-18 10:14:05.382012+00,15653.0,2020-06-18 10:14:05.377586+00,,2020-07-06 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
82,192,100.0,rejected,2019-12-16 16:44:49.078027+00,2019-12-17 09:42:15.460182+00,1178.0,2019-12-17 09:42:15.458314+00,,2020-01-15 16:44:49.077442+00,,,regular,,,,,,,,,,,,,,,,
83,193,100.0,rejected,2019-12-16 20:18:52.464921+00,2019-12-17 10:13:55.395008+00,1636.0,2019-12-17 10:13:55.392908+00,,2020-01-15 20:18:52.464481+00,,,regular,,,,,,,,,,,,,,,,
84,898,100.0,money_back,2020-03-16 16:15:53.191521+00,2020-04-22 08:21:37.993909+00,4411.0,2020-03-16 16:42:11.07247+00,,2020-04-15 16:15:53.191192+00,2020-03-26,2020-04-22 08:21:37.993696+00,regular,,completed,2020-04-15 20:50:30.312191+00,2020-04-22 08:21:38.00039+00,,,,,,,,,,,,
85,664,100.0,rejected,2020-02-11 11:01:57.131951+00,2020-02-11 14:36:27.30857+00,,2020-02-11 13:08:24.023024+00,316.0,2020-03-08 11:01:57.125635+00,,,regular,,,,,,,,,,,,,,,,
86,644,100.0,rejected,2020-02-08 12:52:36.256805+00,2020-02-08 17:54:30.113605+00,1398.0,2020-02-08 17:54:30.109865+00,,2020-03-09 12:52:36.256381+00,,,regular,,,,,,,,,,,,,,,,
87,657,100.0,rejected,2020-02-10 15:57:34.916879+00,2020-02-10 17:56:31.339773+00,939.0,2020-02-10 17:56:31.336071+00,,2020-03-11 15:57:34.916568+00,,,regular,,,,,,,,,,,,,,,,
89,3099,100.0,rejected,2020-06-12 05:57:48.277142+00,2020-06-12 12:32:44.770188+00,6176.0,2020-06-12 12:32:44.766079+00,,2020-06-22 05:57:48.271575+00,,,regular,,,,,,,,,,,,,,,,
90,204,100.0,rejected,2019-12-17 10:02:16.419735+00,2019-12-18 15:25:38.639732+00,810.0,2019-12-18 15:25:38.63115+00,,2020-01-16 10:02:16.419338+00,,,regular,,,,,,,,,,,,,,,,
91,758,90.0,rejected,2020-02-28 10:51:11.44088+00,2020-02-28 14:13:21.50435+00,35.0,2020-02-28 14:13:21.501335+00,,2020-03-07 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
92,2152,100.0,money_back,2020-05-24 21:48:20.72097+00,2020-06-11 22:35:46.45742+00,3062.0,2020-05-25 08:54:50.138139+00,,2020-06-07 22:00:00+00,2020-05-26,2020-06-11 22:35:46.45713+00,regular,,,,,,,,,,,,,,,,
93,207,100.0,rejected,2019-12-17 11:58:20.27904+00,2019-12-18 15:25:45.190158+00,1715.0,2019-12-18 15:25:45.182614+00,,2020-01-16 11:58:20.278572+00,,,regular,,,,,,,,,,,,,,,,
94,210,100.0,rejected,2019-12-17 13:28:55.832043+00,2019-12-17 19:22:47.929879+00,1192.0,2019-12-17 19:22:47.915194+00,,2020-01-01 13:28:55.825158+00,,,regular,,,,,,,,,,,,,,,,
95,890,100.0,rejected,2020-03-16 07:09:32.012491+00,2020-03-16 13:36:25.473642+00,4523.0,2020-03-16 13:36:25.469449+00,,2020-03-23 07:09:32.01203+00,,,regular,,,,,,,,,,,,,,,,
96,212,100.0,rejected,2019-12-17 16:10:02.30373+00,2019-12-17 19:25:59.398193+00,1507.0,2019-12-17 19:25:59.388575+00,,2019-12-24 16:10:02.303329+00,,,regular,,,,,,,,,,,,,,,,
97,182,100.0,rejected,2019-12-16 10:36:28.756994+00,2020-01-09 15:19:08.186526+00,,2019-12-17 10:10:34.859212+00,205.0,2020-01-15 10:36:28.756994+00,,,regular,,,,,,,,,,,,,,,,
98,214,100.0,rejected,2019-12-17 16:31:25.088441+00,2019-12-18 15:27:22.856667+00,1370.0,2019-12-18 15:27:22.847551+00,,2020-01-16 16:31:25.088051+00,,,regular,,,,,,,,,,,,,,,,
99,217,100.0,rejected,2019-12-17 18:55:24.948952+00,2019-12-18 14:00:31.128362+00,1638.0,2019-12-18 14:00:31.118976+00,,2020-01-16 18:55:24.948497+00,,,regular,,,,,,,,,,,,,,,,
100,219,100.0,rejected,2019-12-18 00:08:32.270396+00,2020-01-10 16:58:04.32966+00,,2020-01-10 16:58:04.322576+00,125.0,2019-12-26 00:08:32.265162+00,,,regular,,,,,,,,,,,,,,,,
101,634,100.0,rejected,2020-02-07 16:23:20.317091+00,2020-02-11 15:31:18.017298+00,,2020-02-07 16:34:40.166419+00,317.0,2020-03-08 16:23:20.31659+00,,,regular,,,,,,,,,,,,,,,,
102,221,100.0,rejected,2019-12-18 11:24:42.59343+00,2019-12-20 17:13:57.619491+00,907.0,2019-12-20 17:13:57.611822+00,,2019-12-25 11:24:42.592972+00,,,regular,,,,,,,,,,,,,,,,
103,841,100.0,rejected,2020-03-10 19:11:15.793009+00,2020-03-30 19:45:33.541091+00,,2020-03-11 14:23:45.727569+00,575.0,2020-04-09 19:11:15.792618+00,,,regular,,,,,,,,,,,,,,,,
104,224,100.0,rejected,2019-12-18 11:30:07.112359+00,2019-12-18 14:17:09.286582+00,1343.0,2019-12-18 14:17:09.278192+00,,2020-01-17 11:30:07.111585+00,,,regular,,,,,,,,,,,,,,,,
105,828,100.0,rejected,2020-03-09 10:45:28.727909+00,2020-03-09 12:02:41.64817+00,4474.0,2020-03-09 12:02:41.644302+00,,2020-04-08 10:45:28.727534+00,,,regular,,,,,,,,,,,,,,,,
106,710,70.0,money_back,2020-02-20 20:50:14.883555+00,2020-03-05 22:30:26.543527+00,2993.0,2020-02-21 09:11:26.360242+00,,2020-02-26 01:50:24.293881+00,2020-02-22,,regular,,,,,,,,,,,,,,,,
107,229,100.0,rejected,2019-12-18 14:20:08.886149+00,2019-12-18 15:29:39.715305+00,314.0,2019-12-18 15:29:39.706921+00,,2020-01-06 14:20:08.880645+00,,,regular,,,,,,,,,,,,,,,,
108,233,100.0,rejected,2019-12-18 17:02:52.648811+00,2019-12-18 17:20:36.33114+00,518.0,2019-12-18 17:20:36.323049+00,,2019-12-29 17:02:52.642216+00,,,regular,,,,,,,,,,,,,,,,
109,865,80.0,rejected,2020-03-12 20:02:12.550929+00,2020-03-13 13:39:17.255191+00,1657.0,2020-03-13 13:39:17.251338+00,,2020-04-06 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
110,725,100.0,money_back,2020-02-23 09:34:36.682022+00,2020-03-05 22:30:26.013347+00,1416.0,2020-02-24 10:56:30.29992+00,,2020-02-26 05:00:23.407156+00,2020-02-25,,regular,,,,,,,,,,,,,,,,
111,781,100.0,rejected,2020-03-03 04:22:55.714203+00,2020-03-03 13:35:53.240928+00,1895.0,2020-03-03 13:35:53.237249+00,,2020-03-10 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
112,1123,100.0,rejected,2020-04-10 06:49:48.386116+00,2020-04-10 10:37:57.806467+00,6179.0,2020-04-10 10:37:57.802471+00,,2020-05-04 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
113,202,100.0,rejected,2019-12-17 09:42:09.963915+00,2020-02-23 08:55:37.67085+00,,2019-12-17 10:39:59.67487+00,349.0,2019-12-24 09:42:09.963357+00,,,regular,,,,,,,,,,,,,,,,
114,910,100.0,rejected,2020-03-16 22:38:39.821075+00,2020-03-17 16:35:35.053135+00,2914.0,2020-03-17 16:35:35.049735+00,,2020-04-15 22:38:39.820703+00,,,regular,,,,,,,,,,,,,,,,
115,793,100.0,rejected,2020-03-04 18:59:07.5982+00,2020-03-06 09:04:29.101895+00,2460.0,2020-03-06 09:04:29.098465+00,,2020-03-28 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
116,907,100.0,rejected,2020-03-16 20:20:10.523156+00,2020-03-17 16:35:50.632945+00,3285.0,2020-03-17 16:35:50.629195+00,,2020-04-07 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
117,237,100.0,rejected,2019-12-19 07:15:37.800199+00,2019-12-20 17:15:00.106611+00,1606.0,2019-12-20 17:15:00.09904+00,,2020-01-18 07:15:37.799718+00,,,regular,,,,,,,,,,,,,,,,
118,238,100.0,rejected,2019-12-19 08:50:23.974706+00,2019-12-20 17:15:20.684833+00,739.0,2019-12-20 17:15:20.677927+00,,2019-12-26 08:50:23.97414+00,,,regular,,,,,,,,,,,,,,,,
119,239,100.0,rejected,2019-12-19 09:21:31.652546+00,2019-12-20 17:15:36.241492+00,1844.0,2019-12-20 17:15:36.232617+00,,2020-01-18 09:21:31.652125+00,,,regular,,,,,,,,,,,,,,,,
120,818,100.0,rejected,2020-03-07 18:37:03.621302+00,2020-03-08 14:29:56.55895+00,3162.0,2020-03-08 14:29:56.555207+00,,2020-04-06 18:37:03.620898+00,,,regular,,,,,,,,,,,,,,,,
121,597,100.0,rejected,2020-02-03 23:44:39.091032+00,2020-02-04 18:35:36.427823+00,213.0,2020-02-04 18:35:36.424323+00,,2020-03-10 23:44:39.084748+00,,,regular,,,,,,,,,,,,,,,,
122,1733,100.0,rejected,2020-05-13 14:43:43.758253+00,2020-05-13 14:50:48.228453+00,8908.0,2020-05-13 14:50:48.224344+00,,2020-06-07 22:00:00+00,,,regular,,,,,,,,,,,,,,,,
